# **************************************************************************************
# ThinkEngine Networks 2002
# **************************************************************************************
# Date|Time|Gender|Dialect|Phonetype|File Name|Call NO|Utt. NO|Start Time|End Time|Ortho
# ----+----+------+-------+---------+---------+-------+-------+----------+--------+-----
02.04.2002|22.01.37|male|native|cellphone|00271|001|WUWII00271_001.ulaw|0.591|1.280|Operator
02.04.2002|22.01.43|male|native|cellphone|00271|002|WUWII00271_002.ulaw|0.436|1.255|ThinkEngine
02.04.2002|22.01.50|male|native|cellphone|00271|003|WUWII00271_003.ulaw|0.591|1.071|Onword
02.04.2002|22.01.58|male|native|cellphone|00271|004|WUWII00271_004.ulaw|0.559|1.294|Wildfire
02.04.2002|22.02.05|male|native|cellphone|00271|005|WUWII00271_005.ulaw|0.515|1.292|Voyager
02.04.2002|22.02.23|male|native|cellphone|00271|006|WUWII00271_006.ulaw|1.825|2.522|please get me the Operator
02.04.2002|22.02.34|male|native|cellphone|00271|007|WUWII00271_007.ulaw|0.589|1.398|ThinkEngine_ is a company in ^Marlboro
02.04.2002|22.02.47|male|native|cellphone|00271|008|WUWII00271_008.ulaw|2.884|3.622|I like the technology of _Onword in doing voice recording
02.04.2002|22.02.57|male|native|cellphone|00271|009|WUWII00271_009.ulaw|0.534|1.496|[static] Wildfire get me directions
02.04.2002|22.03.08|male|native|cellphone|00271|010|WUWII00271_010.ulaw|2.268|3.036|I'm meeting up with the _Voyager_ tonight
02.04.2002|22.06.21|male|native|cellphone|00272|000|WUWII00272_000.ulaw|0.570|1.959|[static] Ralph Nordgrin
02.04.2002|22.06.33|male|native|cellphone|00272|001|WUWII00272_001.ulaw|0.586|1.293|Operator
02.04.2002|22.06.41|male|native|cellphone|00272|002|WUWII00272_002.ulaw|0.569|1.237|ThinkEngine
02.04.2002|22.06.48|male|native|cellphone|00272|003|WUWII00272_003.ulaw|0.598|1.058|Onword [clicks]
02.04.2002|22.06.56|male|native|cellphone|00272|004|WUWII00272_004.ulaw|0.587|1.312|Wildfire
02.04.2002|22.07.03|male|native|cellphone|00272|005|WUWII00272_005.ulaw|0.497|1.262|[static] Voyager
02.04.2002|22.07.22|male|native|cellphone|00272|006|WUWII00272_006.ulaw|3.188|3.975|[static] I think I need to speak to the Operator [voices]
02.04.2002|22.07.35|male|native|cellphone|00272|007|WUWII00272_007.ulaw|3.794|4.667|there's a new company in ^Marlboro I think it's called _ThinkEngine [music]
02.04.2002|22.07.45|male|native|cellphone|00272|008|WUWII00272_008.ulaw|0.558|1.109|Onword I need to speak to ^Joe
02.04.2002|22.07.57|male|native|cellphone|00272|009|WUWII00272_009.ulaw|2.718|3.658|[beep] we need to get in touch with Wildfire_ right away [click] [beep]
02.04.2002|22.08.08|male|native|cellphone|00272|010|WUWII00272_010.ulaw|2.358|3.152|the spaceship's taking off and _Voyager_ is on the way [voice]
02.05.2002|06.33.30|male|native|cellphone|00273|000|WUWII00273_000.ulaw|0.553|1.388|[voices/] Chuck Groder [/voices]
02.05.2002|06.33.42|male|native|cellphone|00273|001|WUWII00273_001.ulaw|0.570|1.171|Operator
02.05.2002|06.33.48|male|native|cellphone|00273|002|WUWII00273_002.ulaw|0.581|1.253|ThinkEngine
02.05.2002|06.33.55|male|native|cellphone|00273|003|WUWII00273_003.ulaw|0.595|1.251|Onword
02.05.2002|06.34.02|male|native|cellphone|00273|004|WUWII00273_004.ulaw|0.555|1.326|Wildfire
02.05.2002|06.34.09|male|native|cellphone|00273|005|WUWII00273_005.ulaw|0.567|1.121|Voyager
02.05.2002|06.34.27|male|native|cellphone|00273|006|WUWII00273_006.ulaw|2.927|3.493|^Patriots had a big game ^Sunday Operator
02.05.2002|06.34.39|male|native|cellphone|00273|007|WUWII00273_007.ulaw|4.035|4.616|first time a ^Boston team's won since nineteen eighty six ThinkEngine
02.05.2002|06.34.50|male|native|cellphone|00273|008|WUWII00273_008.ulaw|3.814|4.292|our new technology at ^ThinkEngine Networks is called Onword
02.05.2002|06.35.00|male|native|cellphone|00273|009|WUWII00273_009.ulaw|2.447|3.105|I don't know who uses the name Wildfire
02.05.2002|06.35.10|male|native|cellphone|00273|010|WUWII00273_010.ulaw|2.493|2.929|I'm driving to work this morning Voyager
02.05.2002|08.54.22|male|native|cellphone|00274|000|WUWII00274_000.ulaw|0.573|1.741|Ralph Nordgrin
02.05.2002|08.54.34|male|native|cellphone|00274|001|WUWII00274_001.ulaw|0.569|1.257|Operator
02.05.2002|08.54.41|male|native|cellphone|00274|002|WUWII00274_002.ulaw|0.527|1.366|ThinkEngine
02.05.2002|08.54.47|male|native|cellphone|00274|003|WUWII00274_003.ulaw|0.553|1.064|Onword
02.05.2002|08.54.55|male|native|cellphone|00274|004|WUWII00274_004.ulaw|0.561|1.340|Wildfire
02.05.2002|08.55.02|male|native|cellphone|00274|005|WUWII00274_005.ulaw|0.511|1.285|Voyager
02.05.2002|08.55.20|male|native|cellphone|00274|006|WUWII00274_006.ulaw|2.442|3.186|I'm going to call the Operator
02.05.2002|08.55.30|male|native|cellphone|00274|007|WUWII00274_007.ulaw|2.960|3.815|[static] I'm on my way to ThinkEngine
02.05.2002|08.55.40|male|native|cellphone|00274|008|WUWII00274_008.ulaw|2.428|3.020|here we go we're moving _Onword
02.05.2002|08.55.49|male|native|cellphone|00274|009|WUWII00274_009.ulaw|1.723|2.590|hey get me _Wildfire
02.05.2002|08.56.01|male|native|cellphone|00274|010|WUWII00274_010.ulaw|4.477|5.175|I was +gonna buy the ^Dodge but now I'm +gonna buy the Voyager
02.05.2002|14.05.10|male|native|cellphone|00275|000|WUWII00275_000.ulaw|0.584|1.832|Ralph Nordgrin
02.05.2002|14.05.22|male|native|cellphone|00275|001|WUWII00275_001.ulaw|0.589|1.264|Operator
02.05.2002|14.05.29|male|native|cellphone|00275|002|WUWII00275_002.ulaw|0.438|1.222|ThinkEngine
02.05.2002|14.05.36|male|native|cellphone|00275|003|WUWII00275_003.ulaw|0.497|1.109|Onword
02.05.2002|14.05.43|male|native|cellphone|00275|004|WUWII00275_004.ulaw|0.551|1.320|[click] Wildfire
02.05.2002|14.05.50|male|native|cellphone|00275|005|WUWII00275_005.ulaw|0.553|1.264|Voyager
02.05.2002|14.06.08|male|native|cellphone|00275|006|WUWII00275_006.ulaw|2.100|2.841|please get me the Operator [clicks]
02.05.2002|14.06.18|male|native|cellphone|00275|007|WUWII00275_007.ulaw|2.848|3.580|[static] I'm on my way back to ThinkEngine [click]
02.05.2002|14.06.28|male|native|cellphone|00275|008|WUWII00275_008.ulaw|0.597|1.213|Onword get me ^George
02.05.2002|14.06.37|male|native|cellphone|00275|009|WUWII00275_009.ulaw|1.636|2.516|[static] I need to speak to _Wildfire
02.05.2002|14.06.48|male|native|cellphone|00275|010|WUWII00275_010.ulaw|0.521|1.284|Voyager_ is on the way to outerspace
02.05.2002|17.33.26|male|native|cellphone|00276|000|WUWII00276_000.ulaw|0.599|1.557|Ralph Nordgrin
02.05.2002|17.33.37|male|native|cellphone|00276|001|WUWII00276_001.ulaw|0.603|1.221|Operator
02.05.2002|17.33.44|male|native|cellphone|00276|002|WUWII00276_002.ulaw|0.561|1.312|ThinkEngine
02.05.2002|17.33.51|male|native|cellphone|00276|003|WUWII00276_003.ulaw|0.603|1.206|Onword
02.05.2002|17.33.58|male|native|cellphone|00276|004|WUWII00276_004.ulaw|0.533|1.376|Wildfire
02.05.2002|17.34.06|male|native|cellphone|00276|005|WUWII00276_005.ulaw|0.522|1.320|Voyager
02.05.2002|17.34.24|male|native|cellphone|00276|006|WUWII00276_006.ulaw|2.680|3.445|I think I'm going to call the Operator
02.05.2002|17.34.35|male|native|cellphone|00276|007|WUWII00276_007.ulaw|3.233|4.159|I just left my company which is ThinkEngine
02.05.2002|17.34.45|male|native|cellphone|00276|008|WUWII00276_008.ulaw|1.922|2.488|I'm moving Onword
02.05.2002|17.34.57|male|native|cellphone|00276|009|WUWII00276_009.ulaw|2.984|3.844|I hear there's a fire going on that's a _Wildfire
02.05.2002|17.35.08|male|native|cellphone|00276|010|WUWII00276_010.ulaw|2.848|3.617|I'm traveling along like a Voyager
02.05.2002|17.45.39|male|native|cellphone|00277|000|WUWII00277_000.ulaw|0.598|1.851|Ralph Nordgrin
02.05.2002|17.45.51|male|native|cellphone|00277|001|WUWII00277_001.ulaw|0.610|1.340|Operator
02.05.2002|17.45.59|male|native|cellphone|00277|002|WUWII00277_002.ulaw|0.407|1.328|ThinkEngine
02.05.2002|17.46.07|male|native|cellphone|00277|003|WUWII00277_003.ulaw|0.563|1.080|Onword
02.05.2002|17.46.14|male|native|cellphone|00277|004|WUWII00277_004.ulaw|0.519|1.558|Wildfire
02.05.2002|17.46.21|male|native|cellphone|00277|005|WUWII00277_005.ulaw|0.435|1.202|Voyager
02.05.2002|17.46.39|male|native|cellphone|00277|006|WUWII00277_006.ulaw|2.232|2.996|please get me the Operator
02.05.2002|17.46.49|male|native|cellphone|00277|007|WUWII00277_007.ulaw|2.291|2.942|I'm on my way to ThinkEngine
02.05.2002|17.47.00|male|native|cellphone|00277|008|WUWII00277_008.ulaw|0.597|1.181|Onword please get me ^Derek
02.05.2002|17.47.11|male|native|cellphone|00277|009|WUWII00277_009.ulaw|3.621|4.498|there are fires in ^California one is a _Wildfire
02.05.2002|17.47.22|male|native|cellphone|00277|010|WUWII00277_010.ulaw|3.330|4.085|my friend is on the space shuttle Voyager
02.06.2002|10.42.05|male|native|cellphone|00278|000|WUWII00278_000.ulaw|0.586|2.008|Ralph Nordgrin
02.06.2002|10.42.16|male|native|cellphone|00278|001|WUWII00278_001.ulaw|0.581|1.217|Operator
02.06.2002|10.42.23|male|native|cellphone|00278|002|WUWII00278_002.ulaw|0.521|1.244|ThinkEngine
02.06.2002|10.42.30|male|native|cellphone|00278|003|WUWII00278_003.ulaw|0.586|1.074|[click] Onword
02.06.2002|10.42.38|male|native|cellphone|00278|004|WUWII00278_004.ulaw|0.578|1.249|Wildfire
02.06.2002|10.42.45|male|native|cellphone|00278|005|WUWII00278_005.ulaw|0.496|1.234|Voyager
02.06.2002|10.43.04|male|native|cellphone|00278|006|WUWII00278_006.ulaw|2.506|3.259|[static] you asked me to use Operator in a sentence
02.06.2002|10.43.14|male|native|cellphone|00278|007|WUWII00278_007.ulaw|2.216|2.984|I just left ThinkEngine
02.06.2002|10.43.25|male|native|cellphone|00278|008|WUWII00278_008.ulaw|3.306|3.811|[static] what kind of a sentence uses Onword
02.06.2002|10.43.35|male|native|cellphone|00278|009|WUWII00278_009.ulaw|2.639|3.488|[static] I just got through having coffee with _Wildfire
02.06.2002|10.43.48|male|native|cellphone|00278|010|WUWII00278_010.ulaw|4.584|5.268|[static] I really like ^Dodges but I'm +gonna buy (( )) Voyager
02.06.2002|11.02.21|male|native|landlinephone|00279|000|WUWII00279_000.ulaw|0.560|1.802|Ralph Nordgrin
02.06.2002|11.02.33|male|native|landlinephone|00279|001|WUWII00279_001.ulaw|0.567|1.217|Operator
02.06.2002|11.02.40|male|native|landlinephone|00279|002|WUWII00279_002.ulaw|0.584|1.199|ThinkEngine
02.06.2002|11.02.46|male|native|landlinephone|00279|003|WUWII00279_003.ulaw|0.563|1.040|Onword [static]
02.06.2002|11.02.53|male|native|landlinephone|00279|004|WUWII00279_004.ulaw|0.584|1.332|Wildfire
02.06.2002|11.03.00|male|native|landlinephone|00279|005|WUWII00279_005.ulaw|0.568|1.144|Voyager
02.06.2002|11.03.17|male|native|landlinephone|00279|006|WUWII00279_006.ulaw|2.482|3.146|I think I need the Operator
02.06.2002|11.03.27|male|native|landlinephone|00279|007|WUWII00279_007.ulaw|0.574|1.327|ThinkEngine is a great company with new technology
02.06.2002|11.03.37|male|native|landlinephone|00279|008|WUWII00279_008.ulaw|0.572|1.063|Onword I'm +gonna need your help
02.06.2002|11.03.47|male|native|landlinephone|00279|009|WUWII00279_009.ulaw|1.328|2.158|please get me Wildfire
02.06.2002|11.03.57|male|native|landlinephone|00279|010|WUWII00279_010.ulaw|2.780|3.446|I think I +gonna go for a ride on Voyager
02.06.2002|11.04.47|male|nonNative|speakerphone|00280|000|WUWII00280_000.ulaw|0.564|1.806|Ralph Nordgrin
02.06.2002|11.04.59|male|nonNative|speakerphone|00280|001|WUWII00280_001.ulaw|0.567|1.214|Operator
02.06.2002|11.05.06|male|nonNative|speakerphone|00280|002|WUWII00280_002.ulaw|0.584|1.196|ThinkEngine
02.06.2002|11.05.13|male|nonNative|speakerphone|00280|003|WUWII00280_003.ulaw|0.577|0.979|Onword
02.06.2002|11.05.21|male|nonNative|speakerphone|00280|004|WUWII00280_004.ulaw|0.588|1.332|Wildfire
02.06.2002|11.05.28|male|nonNative|speakerphone|00280|005|WUWII00280_005.ulaw|0.568|1.144|Voyager
02.06.2002|11.05.45|male|nonNative|speakerphone|00280|006|WUWII00280_006.ulaw|1.613|2.407|I think I need the Operator
02.06.2002|11.05.56|male|nonNative|speakerphone|00280|007|WUWII00280_007.ulaw|0.574|1.327|ThinkEngine is a great company with good technology
02.06.2002|11.06.06|male|nonNative|speakerphone|00280|008|WUWII00280_008.ulaw|0.578|1.063|Onword I'm +gonna need your help
02.06.2002|11.06.16|male|nonNative|speakerphone|00280|009|WUWII00280_009.ulaw|1.328|2.158|please get me Wildfire
02.06.2002|11.06.26|male|nonNative|speakerphone|00280|010|WUWII00280_010.ulaw|2.780|3.439|I think I'm +gonna go for a ride on _Voyager
02.06.2002|11.17.10|male|native|speakerphone|00281|000|WUWII00281_000.ulaw|0.573|1.525|Ralph Nordgrin
02.06.2002|11.17.21|male|native|speakerphone|00281|001|WUWII00281_001.ulaw|0.582|1.153|Operator
02.06.2002|11.17.28|male|native|speakerphone|00281|002|WUWII00281_002.ulaw|0.565|1.194|ThinkEngine
02.06.2002|11.17.35|male|native|speakerphone|00281|003|WUWII00281_003.ulaw|0.580|1.021|Onword
02.06.2002|11.17.42|male|native|speakerphone|00281|004|WUWII00281_004.ulaw|0.577|1.275|Wildfire
02.06.2002|11.17.50|male|native|speakerphone|00281|005|WUWII00281_005.ulaw|0.580|1.214|Voyager
02.06.2002|11.18.08|male|native|speakerphone|00281|006|WUWII00281_006.ulaw|2.262|2.951|I think I going to need the Operator
02.06.2002|11.18.19|male|native|speakerphone|00281|007|WUWII00281_007.ulaw|2.673|3.271|I heard of that company called ThinkEngine
02.06.2002|11.18.29|male|native|speakerphone|00281|008|WUWII00281_008.ulaw|3.599|4.043|I really like the new technology that we have Onword
02.06.2002|11.18.40|male|native|speakerphone|00281|009|WUWII00281_009.ulaw|2.677|3.422|I really need to meet up with Wildfire
02.06.2002|11.18.51|male|native|speakerphone|00281|010|WUWII00281_010.ulaw|2.989|3.716|I think I'm +gonna go out and take a good look at a Voyager
02.06.2002|12.43.01|male|native|cellphone|00282|000|WUWII00282_000.ulaw|0.592|1.374|Ralph Nordgrin
02.06.2002|12.43.13|male|native|cellphone|00282|001|WUWII00282_001.ulaw|0.546|1.068|Operator
02.06.2002|12.43.20|male|native|cellphone|00282|002|WUWII00282_002.ulaw|0.573|1.150|ThinkEngine
02.06.2002|12.43.27|male|native|cellphone|00282|003|WUWII00282_003.ulaw|0.573|1.019|Onword
02.06.2002|12.43.34|male|native|cellphone|00282|004|WUWII00282_004.ulaw|0.576|1.250|Wildfire
02.06.2002|12.43.41|male|native|cellphone|00282|005|WUWII00282_005.ulaw|0.592|1.137|Voyager
02.06.2002|12.43.59|male|native|cellphone|00282|006|WUWII00282_006.ulaw|2.661|3.241|[static] I need to get to the Operator
02.06.2002|12.44.25|male|native|cellphone|00282|007|WUWII00282_007.ulaw|1.753|2.545|[click] I'm on my way to _ThinkEngine [orders fast food meal]
02.06.2002|12.44.36|male|native|cellphone|00282|008|WUWII00282_008.ulaw|3.395|3.929|{breath} I like the new technology that's called _Onword
02.06.2002|12.44.47|male|native|cellphone|00282|009|WUWII00282_009.ulaw|1.535|2.413|{breath} I need to get to _Wildfire_ right away
02.06.2002|12.44.57|male|native|cellphone|00282|010|WUWII00282_010.ulaw|2.411|3.076|I need to go for a ride on the _Voyager [clicks]
02.06.2002|12.59.54|male|native|speakerphone|00283|000|WUWII00283_000.ulaw|0.589|1.700|Ralph Nordgrin
02.06.2002|13.00.11|male|native|speakerphone|00283|001|WUWII00283_001.ulaw|0.558|1.208|Operator [clicks]
02.06.2002|13.00.17|male|native|speakerphone|00283|002|WUWII00283_002.ulaw|0.434|0.700|ThinkEngine
02.06.2002|13.00.25|male|native|speakerphone|00283|003|WUWII00283_003.ulaw|0.591|1.022|Onword
02.06.2002|13.00.33|male|native|speakerphone|00283|004|WUWII00283_004.ulaw|0.589|1.291|Wildfire
02.06.2002|13.00.41|male|native|speakerphone|00283|005|WUWII00283_005.ulaw|0.570|1.063|Voyager
02.06.2002|13.01.00|male|native|speakerphone|00283|006|WUWII00283_006.ulaw|1.705|2.457|I'm waiting to hear Operator
02.06.2002|13.01.12|male|native|speakerphone|00283|007|WUWII00283_007.ulaw|0.566|1.264|ThinkEngine_ is a great company with a new technology
02.06.2002|13.01.24|male|native|speakerphone|00283|008|WUWII00283_008.ulaw|1.923|2.281|I'm going to be moving Onword
02.06.2002|13.01.35|male|native|speakerphone|00283|009|WUWII00283_009.ulaw|2.142|3.040|does anybody know where Wildfire_ is
02.06.2002|13.01.47|male|native|speakerphone|00283|010|WUWII00283_010.ulaw|2.832|3.467|I think I would like to become a Voyager
02.06.2002|13.15.19|male|native|landlinephone|00284|000|WUWII00284_000.ulaw|0|0|Bob Bringette
02.06.2002|13.15.31|male|native|landlinephone|00284|001|WUWII00284_001.ulaw|0.049|0.457|Operator
02.06.2002|13.15.37|male|native|landlinephone|00284|002|WUWII00284_002.ulaw|0.516|1.089|ThinkEngine
02.06.2002|13.15.43|male|native|landlinephone|00284|003|WUWII00284_003.ulaw|0.129|0.626|Onword
02.06.2002|13.15.50|male|native|landlinephone|00284|004|WUWII00284_004.ulaw|0.584|1.177|Wildfire
02.06.2002|13.15.57|male|native|landlinephone|00284|005|WUWII00284_005.ulaw|0.005|0.452|Voyager
02.06.2002|13.16.18|male|native|landlinephone|00284|006|WUWII00284_006.ulaw|5.472|5.973|Hi computer how are you wait just a second while I invoke my personal assistant Operator
02.06.2002|13.16.31|male|native|landlinephone|00284|007|WUWII00284_007.ulaw|4.876|5.345|hi computer how are you wait just a second while I invoke my personal assistant ThinkEngine
02.06.2002|13.16.44|male|native|landlinephone|00284|008|WUWII00284_008.ulaw|5.952|6.425|hi computer how are you wait just a second while I invoke my personal assistant Onword
02.06.2002|13.16.58|male|native|landlinephone|00284|009|WUWII00284_009.ulaw|5.043|5.702|hi computer are you wait just a second while I invoke my personal assistant Wildfire
02.06.2002|13.17.11|male|native|landlinephone|00284|010|WUWII00284_010.ulaw|5.349|5.933|hi computer how are you wait just a second while I invoke my personal assistant Voyager
02.06.2002|15.52.20|male|native|landlinephone|00285|000|WUWII00285_000.ulaw|0.377|1.253|Ralph Nordgrin
02.06.2002|15.52.32|male|native|landlinephone|00285|001|WUWII00285_001.ulaw|0.235|0.871|Operator
02.06.2002|15.52.39|male|native|landlinephone|00285|002|WUWII00285_002.ulaw|0.390|1.001|ThinkEngine
02.06.2002|15.52.46|male|native|landlinephone|00285|003|WUWII00285_003.ulaw|0|0|Onword
02.06.2002|15.52.54|male|native|landlinephone|00285|004|WUWII00285_004.ulaw|0.572|1.055|Wildfire
02.06.2002|15.53.10|male|native|landlinephone|00285|005|WUWII00285_005.ulaw|0|0|Voyager
02.06.2002|15.53.27|male|native|landlinephone|00285|006|WUWII00285_006.ulaw|2.722|3.153|{breath} I really need to reach the Opera- 
02.06.2002|15.53.39|male|native|landlinephone|00285|007|WUWII00285_007.ulaw|2.150|2.541|I'm on my way over to -kEngine
02.06.2002|15.53.50|male|native|landlinephone|00285|008|WUWII00285_008.ulaw|3.568|4.102|{breath} I really like this new technology that's called Onword
02.06.2002|15.54.00|male|native|landlinephone|00285|009|WUWII00285_009.ulaw|1.795|2.617|{breath} has anybady seen Wildfire
02.06.2002|15.54.11|male|native|landlinephone|00285|010|WUWII00285_010.ulaw|3.671|4.272|^John travels so often you'd call him a Voyager
02.06.2002|17.00.34|male|native|landlinephone|00286|000|WUWII00286_000.ulaw|0|0|Chace Ruebel
02.06.2002|17.00.45|male|native|landlinephone|00286|001|WUWII00286_001.ulaw|0.486|1.043|Operator
02.06.2002|17.00.51|male|native|landlinephone|00286|002|WUWII00286_002.ulaw|0.381|0.869|ThinkEngine
02.06.2002|17.00.58|male|native|landlinephone|00286|003|WUWII00286_003.ulaw|0.507|0.972|Onword
02.06.2002|17.01.04|male|native|landlinephone|00286|004|WUWII00286_004.ulaw|0.485|0.963|Wildfire
02.06.2002|17.01.10|male|native|landlinephone|00286|005|WUWII00286_005.ulaw|0.383|0.939|Voyager
02.06.2002|17.01.31|male|native|landlinephone|00286|006|WUWII00286_006.ulaw|4.620|5.184|hi ^John how are you wait a second while I invoke my personal assistant Operator
02.06.2002|17.01.40|male|native|landlinephone|00286|007|WUWII00286_007.ulaw|1.812|2.334|my wife works for ThinkEngine
02.06.2002|17.01.48|male|native|landlinephone|00286|008|WUWII00286_008.ulaw|0.586|0.923|Onword_ and upward
02.06.2002|17.01.58|male|native|landlinephone|00286|009|WUWII00286_009.ulaw|1.310|1.932|she (( )) Wildfire
02.06.2002|17.02.10|male|native|landlinephone|00286|010|WUWII00286_010.ulaw|1.543|2.023|the new minivan is Voyager [clicks]
02.06.2002|17.11.20|male|native|landlinephone|00287|000|WUWII00287_000.ulaw|0.579|1.653|Ralph Nordgrin
02.06.2002|17.11.32|male|native|landlinephone|00287|001|WUWII00287_001.ulaw|0.569|1.254|Operator
02.06.2002|17.11.39|male|native|landlinephone|00287|002|WUWII00287_002.ulaw|0.579|1.166|ThinkEngine
02.06.2002|17.11.47|male|native|landlinephone|00287|003|WUWII00287_003.ulaw|0.579|1.014|Onword
02.06.2002|17.11.54|male|native|landlinephone|00287|004|WUWII00287_004.ulaw|0.548|1.259|Wildfire
02.06.2002|17.12.01|male|native|landlinephone|00287|005|WUWII00287_005.ulaw|0.552|1.122|Voyager
02.06.2002|17.12.19|male|native|landlinephone|00287|006|WUWII00287_006.ulaw|1.995|2.730|please get me the Operator
02.06.2002|17.12.31|male|native|landlinephone|00287|007|WUWII00287_007.ulaw|3.180|3.856|I'm on my way to get my work at ThinkEngine
02.06.2002|17.12.42|male|native|landlinephone|00287|008|WUWII00287_008.ulaw|2.551|3.130|that's great technology that Onword
02.06.2002|17.12.52|male|native|landlinephone|00287|009|WUWII00287_009.ulaw|1.827|2.623|has anybody seen Wildfire
02.06.2002|17.13.03|male|native|landlinephone|00287|010|WUWII00287_010.ulaw|3.005|3.663|I think I'm going to take a trip on Voyager
02.06.2002|18.06.46|male|native|speakerphone|00288|000|WUWII00288_000.ulaw|0.474|1.232|Ralph Nordgrin
02.06.2002|18.07.08|male|native|speakerphone|00288|001|WUWII00288_001.ulaw|0.561|1.266|Operator
02.06.2002|18.07.15|male|native|speakerphone|00288|002|WUWII00288_002.ulaw|0.576|1.260|ThinkEngine
02.06.2002|18.07.23|male|native|speakerphone|00288|003|WUWII00288_003.ulaw|0.565|1.048|Onword
02.06.2002|18.07.30|male|native|speakerphone|00288|004|WUWII00288_004.ulaw|0.561|1.336|Wildfire
02.06.2002|18.07.37|male|native|speakerphone|00288|005|WUWII00288_005.ulaw|0.572|1.194|Voyager
02.06.2002|18.07.55|male|native|speakerphone|00288|006|WUWII00288_006.ulaw|2.240|2.928|I need to get a hold of the Operator
02.06.2002|18.08.07|male|native|speakerphone|00288|007|WUWII00288_007.ulaw|2.971|3.471|I work for a great company called ThinkEngine
02.06.2002|18.08.17|male|native|speakerphone|00288|008|WUWII00288_008.ulaw|3.352|3.772|the great new technology called Onword
02.06.2002|18.08.27|male|native|speakerphone|00288|009|WUWII00288_009.ulaw|1.992|2.834|onword get me _Wildfire
02.06.2002|18.08.39|male|native|speakerphone|00288|010|WUWII00288_010.ulaw|4.151|4.717|I'm looking at a ^Dodge I think I'll buy a ^Plymouth Voyager
02.06.2002|18.11.23|male|native|landlinephone|00289|000|WUWII00289_000.ulaw|0.590|1.624|{breath} Ralph Nordgrin
02.06.2002|18.11.34|male|native|landlinephone|00289|001|WUWII00289_001.ulaw|0.121|0.893|Operator [voices]
02.06.2002|18.11.41|male|native|landlinephone|00289|002|WUWII00289_002.ulaw|0|0|ThinkEngine
02.06.2002|18.11.48|male|native|landlinephone|00289|003|WUWII00289_003.ulaw|0.501|1.172|[static] Onword
02.06.2002|18.11.56|male|native|landlinephone|00289|004|WUWII00289_004.ulaw|0.804|1.889|[[voices/] Wildfire [/voices]]
02.06.2002|18.12.03|male|native|landlinephone|00289|005|WUWII00289_005.ulaw|0.572|1.317|{breath} [no way] Voyager
02.06.2002|18.12.22|male|native|landlinephone|00289|006|WUWII00289_006.ulaw|3.111|3.981|{breath} in this [[voices/]]sentence I am using the word_ Operator [[/voices]]
02.06.2002|18.13.04|male|native|landlinephone|00289|007|WUWII00289_007.ulaw|2.232|3.252|They want me to use _ThinkEngine_ but I don't know how [voices]
02.06.2002|18.13.16|male|native|landlinephone|00289|008|WUWII00289_008.ulaw|3.496|4.123|{breath} I know of a new technology called Onword
02.06.2002|18.13.25|male|native|landlinephone|00289|009|WUWII00289_009.ulaw|1.723|2.734|{breath} need to speak to _Wildfire
02.06.2002|18.13.38|male|native|landlinephone|00289|010|WUWII00289_010.ulaw|4.601|5.444|[bang] my uncle travels so far that we call him the Voyager
02.07.2002|08.00.47|female|native|landlinephone|00290|000|WUWII00290_000.ulaw|0.430|1.148|[clicks] Andrea Gale 
02.07.2002|08.00.58|female|native|landlinephone|00290|001|WUWII00290_001.ulaw|0.325|0.854|Operator
02.07.2002|08.01.05|female|native|landlinephone|00290|002|WUWII00290_002.ulaw|0.383|0.915|[click] ThinkEngine
02.07.2002|08.01.11|female|native|landlinephone|00290|003|WUWII00290_003.ulaw|0.471|0.903|Onword
02.07.2002|08.01.27|female|native|landlinephone|00290|004|WUWII00290_004.ulaw|0.547|1.232|Wildfire
02.07.2002|08.01.34|female|native|landlinephone|00290|005|WUWII00290_005.ulaw|0.446|0.925|Voyager
02.07.2002|08.01.51|female|native|landlinephone|00290|006|WUWII00290_006.ulaw|2.009|2.526|[click] let me check my schedule [click] Operator
02.07.2002|08.02.00|female|native|landlinephone|00290|007|WUWII00290_007.ulaw|1.924|2.287|[click] I'll have to get back to you ThinkEngine
02.07.2002|08.02.09|female|native|landlinephone|00290|008|WUWII00290_008.ulaw|2.227|2.567|ah let me check my shedule Onword
02.07.2002|08.02.18|female|native|landlinephone|00290|009|WUWII00290_009.ulaw|1.924|2.507|I'll have to get right back to you Wildfire
02.07.2002|08.02.27|female|native|landlinephone|00290|010|WUWII00290_010.ulaw|1.709|2.219|[click] let me see about that Voyager
02.07.2002|10.24.50|male|native|cellphone|00291|000|WUWII00291_000.ulaw|0.540|1.203|[static] Yogenderan
02.07.2002|10.25.02|male|native|cellphone|00291|001|WUWII00291_001.ulaw|0.574|1.313|Operator
02.07.2002|10.25.10|male|native|cellphone|00291|002|WUWII00291_002.ulaw|0.549|1.234|[static] ThinkEngine
02.07.2002|10.25.17|male|native|cellphone|00291|003|WUWII00291_003.ulaw|0.521|0.992|Onword
02.07.2002|10.25.24|male|native|cellphone|00291|004|WUWII00291_004.ulaw|0.269|0.951|Wildfire
02.07.2002|10.25.31|male|native|cellphone|00291|005|WUWII00291_005.ulaw|0.529|1.116|Voyager
02.07.2002|10.25.49|male|native|cellphone|00291|006|WUWII00291_006.ulaw|1.941|2.568|I like to read it Operator
02.07.2002|10.26.01|male|native|cellphone|00291|007|WUWII00291_007.ulaw|2.528|3.165|this is a company called ThinkEngine [click]
